,age,attrition,businesstravel,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,numcompaniesworked,overtime,performancerating,relationshipsatisfaction,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
1373,22,Yes,No Travel,Research & Development,3,4,Life Sciences,1374,3,Female,2,1,Research Scientist,4,Married,0,Yes,3,2,1,5,3,0,0,0,2001,28530.0,Sí
1374,44,No,No Travel,Research & Development,26,3,Other,1375,26,Female,1,1,Research Scientist,3,Single,2,No,3,4,0,3,3,0,0,0,1979,22900.0,Sí
1375,41,Yes,No Travel,Research & Development,5,2,Life Sciences,1376,1,Female,2,1,Research Scientist,1,Unknown,6,No,3,1,1,2,1,1,0,0,1982,21070.0,Sí
1376,40,No,Travel Frequently,Sales,2,4,Other,1377,2,Female,3,2,Sales Executive,2,Unknown,5,No,3,4,3,2,3,0,0,0,1983,53914.11,No
1377,24,Yes,No Travel,Research & Development,17,2,Life Sciences,1378,4,Male,3,1,Laboratory Technician,2,Unknown,1,Unknown,3,1,1,3,1,1,0,0,1999,22100.0,Sí
1378,42,No,Travel Frequently,Research & Development,26,5,Medical,1379,1,Male,3,3,Research Director,1,Married,3,Yes,3,3,0,6,3,1,0,0,1981,131910.0,No
1379,49,No,No Travel,Sales,4,2,Medical,1380,1,Female,2,5,Manager,3,Married,2,Unknown,3,3,1,2,4,1,0,0,1974,191324.62,Sí
1380,48,No,Travel Rarely,Research & Development,2,2,Technical Degree,1381,4,Female,4,1,Laboratory Technician,2,Single,5,Unknown,3,3,0,4,2,1,0,0,1975,28111.08,Sí
1381,29,No,Travel Rarely,Research & Development,7,3,Other,1382,3,Female,3,2,Healthcare Representative,4,Unknown,1,Unknown,3,2,2,2,3,6,1,0,1994,53914.11,Sí
1382,48,No,No Travel,Research & Development,1,3,Life Sciences,1383,4,Female,2,5,Research Director,4,Single,6,No,3,3,0,3,4,1,0,0,1975,182650.0,Sí
1383,34,No,No Travel,Research & Development,20,3,Technical Degree,1384,3,Male,4,1,Research Scientist,3,Unknown,0,No,3,4,0,5,2,1,0,0,1989,28111.13,Sí
1384,19,No,No Travel,Research & Development,25,3,Life Sciences,1385,2,Male,4,1,Research Scientist,4,Single,1,Unknown,3,4,0,2,3,1,0,1,2004,28111.13,Sí
1385,23,No,No Travel,Research & Development,1,2,Other,1386,4,Female,3,1,Research Scientist,3,Unknown,1,No,4,4,1,2,3,1,0,1,2000,28111.13,No
1386,25,Yes,Travel Frequently,Sales,32,1,Other,1387,3,Female,1,1,Sales Representative,4,Single,1,Yes,3,4,0,4,3,1,1,0,1998,1118004.0,Sí
1387,42,No,No Travel,Research & Development,34,4,Medical,1388,2,Male,4,2,Research Scientist,2,Married,6,Yes,3,4,0,2,3,1,0,0,1981,23720.0,No
1388,51,No,Travel Frequently,Research & Development,6,2,Medical,1389,2,Male,2,1,Laboratory Technician,3,Single,0,Unknown,3,2,0,6,2,7,7,7,1972,28380.0,No
1389,45,No,Travel Frequently,Sales,25,3,Medical,1390,2,Male,3,5,Manager,2,Unknown,3,Unknown,4,3,0,4,3,0,0,0,1978,180610.0,No
1390,27,No,No Travel,Sales,11,3,Medical,1391,3,Male,4,1,Sales Representative,4,Married,8,Unknown,3,2,1,4,3,1,0,0,1996,28111.13,Sí
1391,18,No,No Travel,Research & Development,1,3,Other,1392,4,Male,3,1,Laboratory Technician,4,Single,1,Unknown,3,3,0,5,4,0,0,0,2005,16110.0,No
1392,31,Yes,Travel Frequently,Sales,2,3,Other,1393,3,Male,2,1,Sales Representative,4,Single,7,No,3,3,0,3,4,1,0,0,1992,28111.13,Sí
1393,31,Yes,Travel Frequently,Sales,1,4,Life Sciences,1394,2,Male,1,1,Sales Representative,3,Single,1,Unknown,3,2,0,3,3,1,0,0,1992,28111.13,No
1394,31,Yes,Travel Rarely,Research & Development,8,3,Life Sciences,1395,1,Male,2,1,Research Scientist,2,Unknown,1,Unknown,3,3,0,3,4,1,0,0,1992,28111.13,No
1395,27,No,Travel Rarely,Research & Development,11,1,Life Sciences,1396,2,Female,3,1,Laboratory Technician,1,Married,0,Unknown,3,2,0,3,4,5,1,4,1996,28111.13,No
1396,39,Yes,No Travel,Research & Development,2,3,Other,1397,1,Male,2,1,Laboratory Technician,1,Single,2,Yes,4,2,0,2,4,1,0,0,1984,28111.13,Sí
1397,44,No,Travel Frequently,Sales,1,5,Marketing,1398,1,Male,3,2,Sales Executive,3,Married,7,Unknown,3,3,1,4,2,1,0,0,1979,47680.0,No
1398,30,No,No Travel,Research & Development,25,3,Other,1399,25,Female,3,1,Research Scientist,3,Unknown,1,Unknown,3,2,2,2,2,1,0,0,1993,12740.0,No
1399,35,No,Travel Rarely,Sales,26,1,Life Sciences,1400,4,Female,3,1,Sales Representative,3,Unknown,1,No,3,1,1,3,3,1,0,0,1988,24040.0,Sí
1400,24,Yes,Travel Frequently,Research & Development,9,3,Other,1401,2,Female,3,1,Laboratory Technician,1,Unknown,2,Unknown,3,3,0,2,2,0,0,0,1999,28111.13,No
1401,24,No,No Travel,Sales,13,2,Other,1402,4,Male,3,1,Sales Representative,2,Married,1,Unknown,3,3,1,2,3,1,0,0,1999,20330.0,Sí
1402,28,Yes,No Travel,Research & Development,2,2,Medical,1403,3,Female,2,1,Laboratory Technician,1,Single,7,No,3,3,0,2,2,0,0,0,1995,25610.0,Sí
1403,28,No,Travel Rarely,Research & Development,1,3,Life Sciences,1404,1,Female,2,1,Research Scientist,3,Unknown,1,Unknown,3,4,1,2,1,1,0,0,1995,15630.0,No
1404,33,No,No Travel,Research & Development,8,5,Other,1405,4,Female,3,2,Healthcare Representative,3,Unknown,2,Unknown,3,1,0,6,3,0,0,0,1990,63879.96,Sí
1405,39,No,Travel Rarely,Research & Development,6,3,Other,1406,2,Male,3,3,Manufacturing Director,2,Single,4,Unknown,3,4,0,3,3,2,2,2,1984,83760.0,No
1406,42,No,No Travel,Research & Development,2,3,Medical,1407,3,Female,2,1,Laboratory Technician,2,Married,4,Unknown,3,2,1,3,3,1,0,0,1981,48410.0,Sí
1407,29,No,Travel Rarely,Research & Development,9,3,Other,1408,3,Female,4,1,Research Scientist,3,Married,6,No,3,1,2,2,2,1,0,0,1994,28111.13,No
1408,35,No,Travel Rarely,Research & Development,1,3,Other,1409,4,Female,2,1,Laboratory Technician,1,Unknown,1,No,3,2,0,3,3,3,1,2,1988,28111.13,No
1409,35,Yes,Travel Rarely,Research & Development,14,3,Other,1410,14,Male,3,1,Laboratory Technician,1,Unknown,1,Unknown,3,4,1,2,3,1,0,0,1988,20739.96,Sí
1410,34,No,No Travel,Research & Development,13,4,Medical,1411,13,Female,3,1,Research Scientist,4,Single,1,Unknown,3,3,0,4,3,1,0,0,1989,29720.0,No
1411,26,No,Travel Rarely,Research & Development,3,3,Other,1412,1,Male,3,1,Research Scientist,4,Unknown,1,Unknown,4,1,0,5,3,1,0,0,1997,28111.13,Sí
1412,36,No,Travel Rarely,Sales,1,4,Life Sciences,1413,2,Male,3,2,Sales Executive,3,Single,6,No,3,1,0,5,3,1,0,0,1987,68150.0,Sí
1413,50,No,No Travel,Sales,24,3,Marketing,1414,24,Female,3,5,Manager,3,Married,4,Yes,3,3,1,2,3,1,0,0,1973,191324.62,No
1414,42,No,Travel Rarely,Sales,9,2,Other,1415,4,Female,2,5,Manager,4,Unknown,8,No,4,4,0,2,3,1,0,1,1981,191324.62,No
1415,35,No,No Travel,Research & Development,7,2,Life Sciences,1416,3,Female,2,1,Laboratory Technician,4,Unknown,1,No,3,4,1,5,2,1,0,1,1988,26900.04,No
1416,46,No,Travel Rarely,Sales,1,4,Life Sciences,1417,4,Female,4,4,Manager,1,Unknown,1,Unknown,3,2,0,5,1,26,0,12,1977,175670.0,No
1417,18,Yes,Travel Frequently,Sales,3,2,Medical,1418,2,Male,3,1,Sales Representative,4,Single,1,Yes,3,3,0,2,4,0,0,0,2005,15690.0,Sí
1418,29,No,No Travel,Sales,5,3,Other,1419,1,Female,2,2,Sales Executive,2,Divorced,1,Yes,3,2,1,3,2,10,0,9,1994,41870.0,Sí
1419,31,No,No Travel,Sales,5,4,Life Sciences,1420,1,Male,3,2,Sales Executive,4,Unknown,1,No,3,1,2,2,3,10,0,2,1992,53914.11,Sí
1420,41,No,Travel Rarely,Sales,23,2,Other,1421,4,Female,3,3,Sales Executive,3,Single,3,Unknown,3,4,0,2,3,2,0,2,1982,100071.84,Sí
1421,38,No,Travel Rarely,Research & Development,4,2,Other,1422,4,Male,3,1,Laboratory Technician,3,Unknown,7,Unknown,3,4,1,5,3,0,0,0,1985,33060.0,Sí
1422,32,Yes,Travel Rarely,Research & Development,2,4,Life Sciences,1423,4,Female,3,1,Laboratory Technician,2,Single,1,No,3,1,0,2,3,1,0,0,1991,13930.0,Sí
1423,60,No,No Travel,Research & Development,1,4,Other,1424,3,Female,1,3,Healthcare Representative,4,Divorced,3,No,4,3,1,2,4,1,0,0,1963,108830.0,No
1424,24,Yes,No Travel,Human Resources,22,1,Other,1425,4,Female,1,1,Human Resources,3,Married,1,No,3,3,1,2,3,1,0,0,1999,28111.08,Sí
1425,40,No,Travel Rarely,Research & Development,8,2,Life Sciences,1426,2,Male,3,2,Manufacturing Director,1,Unknown,2,Yes,3,2,1,3,3,1,0,0,1983,53914.11,Sí
1426,30,No,Travel Rarely,Research & Development,21,1,Other,1427,2,Female,3,1,Research Scientist,4,Married,1,No,3,2,1,2,2,10,0,8,1993,28620.0,Sí
1427,47,No,No Travel,Sales,2,4,Marketing,1428,3,Female,3,2,Sales Executive,2,Unknown,7,No,3,4,1,3,1,1,0,0,1976,53914.11,Sí
1428,32,Yes,Travel Rarely,Sales,1,2,Other,1429,1,Female,1,2,Sales Executive,2,Single,6,Unknown,3,2,0,2,3,0,0,0,1991,67350.0,No
1429,45,No,Travel Rarely,Human Resources,41,3,Life Sciences,1430,41,Male,1,3,Human Resources,3,Married,4,Unknown,4,3,2,2,4,5,0,3,1978,97560.0,Sí
1430,34,No,No Travel,Research & Development,2,4,Other,1431,4,Female,4,1,Research Scientist,4,Married,0,Yes,3,1,3,3,3,5,1,2,1989,28111.13,No
1431,33,Yes,No Travel,Sales,16,3,Other,1432,1,Male,3,3,Sales Executive,1,Unknown,2,Yes,4,3,0,2,2,0,0,0,1990,100071.84,Sí
1432,31,Yes,Travel Rarely,Sales,16,4,Other,1433,1,Female,3,3,Sales Executive,3,Married,2,Unknown,3,1,3,2,3,1,0,0,1992,100071.84,Sí
1433,29,No,Travel Rarely,Research & Development,4,3,Technical Degree,1434,4,Male,2,1,Research Scientist,1,Divorced,1,Unknown,3,3,1,2,3,1,0,0,1994,28111.13,Sí
1434,30,No,No Travel,Research & Development,16,3,Other,1435,3,Female,4,2,Healthcare Representative,3,Married,3,No,3,3,1,3,3,7,1,7,1993,52940.0,No
1435,38,No,Travel Rarely,Research & Development,18,3,Medical,1436,2,Female,1,2,Healthcare Representative,4,Married,3,Unknown,3,3,1,2,3,1,1,0,1985,53914.11,Sí
1436,43,Yes,No Travel,Research & Development,17,3,Technical Degree,1437,3,Female,2,1,Research Scientist,3,Unknown,9,Yes,3,4,1,4,3,1,0,0,1980,24370.0,No
1437,55,No,Travel Rarely,Research & Development,44,3,Other,1438,3,Female,2,5,Research Director,1,Married,8,No,3,2,3,2,3,1,0,0,1968,191324.62,No
1438,21,Yes,No Travel,Sales,7,1,Marketing,1439,2,Female,3,1,Sales Representative,2,Single,1,Unknown,3,2,0,3,3,1,1,0,2002,28111.08,Sí
1439,22,Yes,Travel Rarely,Research & Development,45,1,Medical,1440,3,Male,3,1,Laboratory Technician,1,Unknown,1,Yes,3,3,0,6,3,1,0,0,2001,28111.13,Sí
1440,37,No,Travel Rarely,Human Resources,8,2,Other,1441,3,Female,3,2,Human Resources,2,Divorced,2,No,3,3,0,4,2,10,4,7,1986,40710.0,Sí
1441,42,No,Travel Rarely,Research & Development,13,3,Other,1442,2,Female,4,2,Healthcare Representative,1,Married,5,No,3,3,2,2,2,0,0,0,1981,53914.11,No
1442,18,No,No Travel,Research & Development,14,3,Other,1443,2,Male,3,1,Research Scientist,3,Single,1,Unknown,3,3,0,4,1,0,0,0,2005,28111.08,Sí
1443,31,Yes,Travel Rarely,Human Resources,18,5,Human Resources,1444,4,Female,4,1,Human Resources,1,Married,0,No,3,3,0,4,3,1,0,0,1992,29560.0,Sí
1444,36,No,Travel Rarely,Research & Development,2,4,Other,1445,4,Male,3,2,Research Scientist,2,Unknown,4,Yes,4,4,1,2,3,1,0,0,1987,53914.11,Sí
1445,32,No,Travel Frequently,Sales,10,4,Marketing,1446,4,Female,3,2,Sales Executive,4,Unknown,8,Unknown,3,3,0,2,4,0,0,0,1991,46480.0,Sí
1446,29,No,No Travel,Research & Development,29,1,Life Sciences,1447,4,Female,1,2,Healthcare Representative,3,Divorced,8,No,3,4,2,3,3,7,1,6,1994,53914.11,No
1447,42,No,Travel Rarely,Research & Development,8,3,Other,1448,4,Female,3,1,Laboratory Technician,3,Unknown,4,No,3,4,0,3,3,0,0,0,1981,28111.13,Sí
1448,29,No,Travel Rarely,Human Resources,6,1,Other,1449,4,Female,2,1,Human Resources,2,Married,1,No,3,4,0,3,3,1,0,0,1994,28040.0,Sí
1449,29,Yes,No Travel,Research & Development,24,2,Other,1450,4,Female,2,1,Research Scientist,4,Unknown,1,Yes,3,2,0,3,2,1,1,0,1994,24390.0,No
1450,28,No,Travel Rarely,Sales,3,3,Medical,1451,2,Male,3,1,Sales Representative,2,Unknown,1,No,3,4,1,3,3,1,0,0,1995,28560.0,Sí
1451,30,Yes,No Travel,Sales,9,3,Other,1452,2,Female,3,1,Sales Representative,4,Unknown,1,Unknown,3,3,0,3,2,1,0,0,1993,28111.08,No
1452,22,Yes,Travel Rarely,Research & Development,7,1,Life Sciences,1453,4,Female,3,1,Research Scientist,2,Single,1,Unknown,4,1,0,2,3,1,0,0,2001,28111.08,Sí
1453,26,No,No Travel,Research & Development,1,2,Life Sciences,1454,2,Male,2,1,Research Scientist,3,Unknown,1,Yes,3,3,1,3,2,1,1,0,1997,29330.0,No
1454,44,No,Travel Rarely,Research & Development,1,4,Other,1455,2,Female,4,2,Healthcare Representative,1,Unknown,2,Unknown,3,4,1,5,3,2,2,2,1979,53914.11,Sí
1455,29,Yes,Travel Frequently,Sales,24,3,Technical Degree,1456,3,Female,4,1,Sales Representative,1,Single,1,No,3,4,0,3,3,1,0,0,1994,10910.0,Sí
1456,28,Yes,Travel Rarely,Sales,13,2,Marketing,1457,4,Male,3,2,Sales Executive,3,Unknown,3,Yes,3,4,0,0,3,2,2,2,1995,53914.11,Sí
1457,56,No,Travel Rarely,Sales,11,5,Other,1458,4,Male,2,2,Sales Executive,1,Married,4,Unknown,3,3,1,3,3,0,0,0,1967,53914.11,Sí
1458,39,No,Travel Rarely,Research & Development,9,2,Other,1459,1,Female,3,2,Manufacturing Director,1,Married,1,No,4,4,1,3,3,10,7,9,1984,51510.0,Sí
1459,58,No,No Travel,Sales,21,3,Other,1460,4,Male,3,4,Manager,4,Unknown,4,Yes,3,3,1,2,2,1,0,0,1965,153407.07,Sí
1460,42,No,Travel Rarely,Sales,12,4,Marketing,1461,2,Female,3,2,Sales Executive,4,Divorced,3,Unknown,3,3,2,4,3,0,0,0,1981,53914.11,No
1461,27,Yes,No Travel,Human Resources,22,3,Other,1462,1,Male,2,1,Human Resources,2,Married,1,No,3,1,0,2,3,1,0,0,1996,28630.0,No
1462,38,No,Travel Rarely,Sales,1,3,Other,1463,1,Female,2,1,Sales Representative,1,Single,4,Unknown,3,1,0,3,2,1,0,0,1985,28580.04,Sí
1463,32,No,No Travel,Research & Development,5,4,Life Sciences,1464,4,Female,2,2,Manufacturing Director,4,Unknown,8,No,4,2,0,1,3,1,0,0,1991,53914.11,Sí
1464,31,No,No Travel,Research & Development,2,1,Medical,1465,4,Male,1,1,Laboratory Technician,4,Unknown,1,Unknown,3,3,3,4,3,1,0,0,1992,11290.0,Sí
1465,25,No,Travel Rarely,Human Resources,2,3,Other,1466,3,Male,3,1,Human Resources,2,Unknown,4,No,3,3,0,3,3,2,1,2,1998,28111.13,No
1466,40,No,No Travel,Research & Development,44,4,Other,1467,1,Female,3,1,Laboratory Technician,4,Married,8,No,3,3,2,3,2,1,0,0,1983,28111.13,Sí
1467,39,No,No Travel,Sales,9,3,Other,1468,4,Female,3,5,Manager,4,Unknown,2,Unknown,3,3,0,3,2,6,1,3,1984,194310.0,No
1468,23,Yes,No Travel,Sales,9,3,Other,1469,4,Female,3,1,Sales Representative,1,Married,1,No,3,1,1,3,3,1,1,0,2000,28111.08,No
1469,35,No,Travel Rarely,Human Resources,26,4,Life Sciences,1470,3,Male,3,3,Human Resources,4,Single,1,Yes,3,3,0,2,3,9,1,7,1988,100071.84,No
1470,34,No,Travel Rarely,Sales,7,2,Technical Degree,1471,2,Female,3,1,Sales Representative,3,Unknown,0,Yes,4,2,1,4,3,11,5,7,1989,23080.0,Sí
1471,28,No,No Travel,Research & Development,16,3,Medical,1472,3,Female,3,1,Research Scientist,3,Single,1,No,3,3,0,3,2,5,1,4,1995,21440.0,No
1472,29,No,No Travel,Research & Development,1,3,Life Sciences,1473,1,Female,3,2,Healthcare Representative,1,Married,0,No,3,1,1,5,2,5,0,2,1994,53730.0,No
1473,58,Yes,Travel Rarely,Research & Development,23,4,Medical,1474,4,Male,3,3,Healthcare Representative,4,Married,1,Unknown,3,4,1,3,2,40,15,6,1965,100071.84,Sí
1474,38,No,No Travel,Sales,3,3,Life Sciences,1475,1,Female,3,3,Sales Executive,3,Divorced,0,Unknown,3,3,2,6,2,16,5,13,1985,100071.84,Sí
1475,29,No,Travel Frequently,Sales,1,1,Other,1476,2,Male,3,3,Sales Executive,4,Married,1,Unknown,3,4,1,5,3,11,4,1,1994,100071.84,Sí
1476,55,No,Travel Rarely,Sales,1,3,Medical,1477,4,Female,3,5,Manager,1,Single,0,Unknown,3,3,0,2,3,36,4,13,1968,190450.0,Sí
1477,41,No,No Travel,Sales,2,4,Other,1478,4,Female,3,4,Manager,2,Unknown,1,Unknown,3,2,0,2,3,22,0,4,1982,160150.0,Sí
1478,39,No,Travel Rarely,Research & Development,1,3,Other,1479,3,Female,4,3,Healthcare Representative,4,Unknown,0,No,3,1,3,5,2,18,3,7,1984,96129.95999999999,Sí
1479,38,No,No Travel,Research & Development,15,2,Life Sciences,1480,3,Female,2,3,Research Director,4,Unknown,0,Unknown,3,2,1,3,3,11,2,9,1985,115100.0,Sí
1480,43,No,No Travel,Research & Development,12,3,Other,1481,1,Female,2,4,Research Director,2,Unknown,1,No,3,3,1,3,3,25,3,9,1980,153407.04,Sí
1481,31,No,No Travel,Research & Development,7,2,Other,1482,2,Male,3,2,Manufacturing Director,1,Married,1,No,3,2,1,5,1,13,3,12,1992,43060.0,Sí
1482,50,No,Travel Rarely,Sales,29,4,Life Sciences,1483,2,Female,2,4,Manager,3,Married,0,No,3,2,1,2,3,27,15,7,1973,170460.0,Sí
1483,33,No,No Travel,Sales,8,1,Life Sciences,1484,2,Male,2,1,Sales Representative,4,Unknown,0,Unknown,3,4,0,2,2,2,2,2,1990,28111.13,No
1484,26,Yes,No Travel,Research & Development,2,3,Life Sciences,1485,1,Female,3,1,Research Scientist,1,Married,6,Unknown,3,2,1,2,3,3,1,2,1997,20420.04,Sí
1485,38,No,Travel Frequently,Research & Development,3,4,Other,1486,3,Female,3,1,Research Scientist,3,Unknown,3,No,3,1,1,2,3,2,2,2,1985,28210.0,No
1486,46,No,No Travel,Research & Development,1,4,Medical,1487,4,Female,3,5,Research Director,4,Unknown,9,No,3,4,2,0,3,2,2,2,1977,191324.62,Sí
1487,21,No,No Travel,Research & Development,25,1,Other,1488,4,Male,2,1,Research Scientist,2,Single,1,Yes,3,3,0,6,4,2,2,2,2002,20700.0,Sí
1488,31,No,Travel Frequently,Sales,20,3,Other,1489,3,Female,4,1,Sales Representative,4,Married,0,No,3,1,1,4,3,2,2,2,1992,27910.0,No
1489,35,No,No Travel,Sales,11,2,Marketing,1490,4,Female,3,2,Sales Executive,4,Divorced,1,Unknown,3,4,1,3,3,5,0,2,1988,53914.11,Sí
1490,34,No,No Travel,Research & Development,2,2,Other,1491,4,Female,3,2,Manufacturing Director,3,Single,2,No,3,4,0,3,3,3,0,2,1989,53914.11,Sí
1491,33,Yes,No Travel,Sales,9,4,Other,1492,1,Male,3,2,Sales Executive,1,Single,0,Unknown,3,1,0,3,3,5,0,3,1990,82240.0,Sí
1492,31,Yes,No Travel,Research & Development,15,3,Medical,1493,3,Female,3,1,Laboratory Technician,3,Unknown,1,No,3,3,1,5,2,2,2,2,1992,26100.0,No
1493,37,No,Travel Rarely,Research & Development,25,2,Other,1494,3,Male,2,2,Healthcare Representative,4,Unknown,7,No,3,3,2,2,3,6,1,3,1986,57310.0,No
1494,27,No,Travel Rarely,Research & Development,6,3,Other,1495,4,Female,2,1,Research Scientist,3,Married,1,No,3,3,1,0,3,4,2,2,1996,25389.96,No
1495,35,No,Travel Frequently,Research & Development,4,4,Other,1496,4,Female,2,1,Laboratory Technician,4,Married,1,Unknown,3,2,1,2,4,2,2,2,1988,23760.0,Sí
1496,56,No,No Travel,Sales,4,4,Other,1497,4,Male,3,5,Manager,1,Divorced,4,No,3,4,1,2,3,5,4,2,1967,191324.62,No
1497,45,No,No Travel,Research & Development,7,3,Medical,1498,1,Male,3,1,Research Scientist,3,Unknown,4,Yes,3,3,1,2,3,3,0,2,1978,28111.13,Sí
1498,43,No,Travel Rarely,Human Resources,2,3,Life Sciences,1499,2,Female,3,1,Human Resources,4,Unknown,0,No,3,2,0,5,3,9,1,8,1980,35390.0,Sí
1499,31,No,Travel Rarely,Sales,29,4,Marketing,1500,1,Male,2,2,Sales Executive,4,Unknown,1,Unknown,3,1,2,3,3,12,5,7,1992,54680.0,Sí
1500,35,Yes,No Travel,Sales,27,3,Other,1501,3,Female,3,2,Sales Executive,4,Unknown,1,Unknown,3,4,0,2,3,10,7,7,1988,58130.0,Sí
1501,35,No,No Travel,Research & Development,2,2,Medical,1502,2,Female,3,2,Manufacturing Director,4,Divorced,2,No,3,3,1,6,3,7,1,7,1988,53914.11,No
1502,30,No,No Travel,Research & Development,47,3,Medical,1503,47,Male,3,3,Manufacturing Director,3,Single,9,No,3,2,0,3,3,7,0,2,1993,96670.0,No
1503,46,Yes,Travel Rarely,Research & Development,21,2,Medical,1504,4,Male,3,2,Healthcare Representative,2,Married,4,No,4,4,1,2,4,9,3,7,1977,53914.11,No
1504,45,No,No Travel,Sales,48,4,Other,1505,48,Male,3,2,Sales Executive,3,Married,4,Unknown,4,2,2,3,4,8,5,7,1978,51540.0,Sí
1505,43,No,Travel Frequently,Sales,2,4,Life Sciences,1506,1,Female,3,2,Sales Executive,4,Married,1,Unknown,4,3,1,5,3,7,7,7,1980,56750.04,No
1506,46,Yes,No Travel,Sales,10,3,Life Sciences,1507,3,Male,3,3,Sales Executive,2,Unknown,5,Unknown,4,3,3,2,3,8,0,7,1977,73140.0,No
1507,40,No,Travel Rarely,Sales,1,4,Other,1508,1,Female,3,4,Manager,1,Unknown,2,Unknown,3,1,1,3,3,19,11,16,1983,153407.07,Sí
1508,27,No,Travel Rarely,Sales,2,2,Other,1509,1,Male,4,2,Sales Executive,3,Single,0,No,3,2,0,5,2,8,0,7,1996,53914.11,Sí
1509,42,No,No Travel,Research & Development,6,3,Medical,1510,3,Female,3,3,Research Director,1,Married,9,No,3,2,1,3,4,13,5,7,1981,100071.84,No
1510,26,No,Travel Frequently,Research & Development,6,3,Other,1511,3,Female,4,1,Laboratory Technician,4,Married,0,No,3,1,1,3,3,7,7,7,1997,28111.13,Sí
1511,28,No,Travel Frequently,Sales,1,2,Life Sciences,1512,3,Female,2,2,Sales Executive,4,Married,1,Unknown,3,3,1,2,3,7,0,7,1995,53914.11,Sí
1512,31,No,Travel Rarely,Research & Development,5,4,Other,1513,3,Female,3,1,Research Scientist,4,Married,0,Unknown,3,3,1,4,3,5,0,3,1992,28111.13,Sí
1513,31,No,Travel Rarely,Human Resources,2,3,Human Resources,1514,1,Female,2,2,Human Resources,1,Unknown,3,No,3,4,0,1,3,2,1,0,1992,64100.0,Sí
1514,31,No,No Travel,Research & Development,2,4,Other,1515,3,Female,3,1,Research Scientist,4,Unknown,0,Unknown,3,2,1,2,1,2,2,2,1992,28111.13,Sí
1515,52,Yes,No Travel,Research & Development,8,4,Medical,1516,3,Female,2,2,Research Scientist,2,Unknown,2,No,3,1,0,3,2,8,7,7,1971,49410.0,No
1516,28,Yes,No Travel,Research & Development,2,4,Medical,1517,1,Female,1,1,Research Scientist,4,Married,5,Yes,3,4,0,4,2,3,2,2,1995,28111.13,Sí
1517,47,No,Travel Rarely,Research & Development,5,5,Other,1518,4,Female,3,5,Research Director,3,Married,4,Unknown,3,2,1,2,3,3,1,1,1976,191324.62,Sí
1518,29,No,No Travel,Research & Development,9,5,Other,1519,2,Female,2,1,Laboratory Technician,4,Unknown,0,No,3,3,0,2,3,3,2,2,1994,39830.0,No
1519,37,No,No Travel,Research & Development,5,2,Medical,1520,4,Female,3,2,Manufacturing Director,4,Unknown,7,No,3,3,2,2,2,6,0,4,1986,63470.0,No
1520,23,No,No Travel,Research & Development,22,1,Other,1521,3,Female,3,1,Research Scientist,4,Unknown,1,Unknown,3,3,2,2,2,4,0,2,2000,29040.0,No
1521,42,No,Travel Rarely,Human Resources,2,1,Other,1522,3,Female,3,1,Human Resources,3,Divorced,0,Yes,3,3,1,5,3,3,1,0,1981,26960.0,Sí
1522,30,No,No Travel,Sales,28,2,Other,1523,4,Male,3,2,Sales Executive,3,Unknown,7,Unknown,3,2,1,2,4,2,2,2,1993,53914.11,Sí
1523,21,Yes,No Travel,Sales,1,1,Other,1524,1,Male,2,1,Sales Representative,2,Single,1,Unknown,3,3,0,3,3,3,1,2,2002,21740.0,No
1524,57,No,Travel Rarely,Research & Development,1,4,Medical,1525,4,Female,3,2,Healthcare Representative,3,Unknown,2,No,3,3,0,2,3,3,1,2,1966,67550.0,No
1525,21,No,No Travel,Sales,9,2,Other,1526,1,Female,3,1,Sales Representative,4,Single,1,Unknown,4,3,0,3,2,3,2,2,2002,28111.13,Sí
1526,31,No,Travel Rarely,Research & Development,9,4,Life Sciences,1527,3,Female,2,1,Research Scientist,2,Unknown,0,Unknown,3,4,0,5,3,2,2,2,1992,26570.0,No
1527,29,No,No Travel,Research & Development,23,3,Other,1528,4,Female,3,1,Research Scientist,4,Unknown,9,No,3,4,0,4,3,3,1,2,1994,28111.13,Sí
1528,27,No,Travel Rarely,Research & Development,1,2,Other,1529,4,Female,3,1,Laboratory Technician,2,Unknown,1,No,3,2,1,2,3,5,0,4,1996,28111.13,Sí
1529,49,No,Travel Rarely,Research & Development,7,3,Other,1530,2,Female,2,3,Healthcare Representative,3,Single,8,No,4,3,0,2,3,5,0,0,1974,109650.0,No
1530,36,No,Travel Rarely,Research & Development,2,3,Other,1531,4,Male,3,1,Research Scientist,3,Married,4,No,3,2,1,3,3,2,2,2,1987,25430.04,Sí
1531,34,Yes,No Travel,Sales,37,3,Marketing,1532,1,Female,4,2,Sales Executive,4,Unknown,8,Yes,3,2,0,3,2,5,0,4,1989,53040.0,Sí
