,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,relationshipsatisfaction,stockoptionlevel,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
1403,28,No,Travel Rarely,161.26190476190476,Research & Development,1,3,Life Sciences,1404,1,Female,2,1,Research Scientist,3,Unknown,4492.84,3386.5,1,Unknown,14,4,1,2,1,0,0,1995,15630.0,No
1404,33,No,Unknown,659.0793650793651,Research & Development,8,5,Unknown,1405,4,Female,3,2,Healthcare Representative,3,Unknown,5323.33,13840.67,2,Unknown,17,1,0,6,0,0,0,1990,53914.11,Sí
1405,39,No,Travel Rarely,864.1904761904763,Research & Development,6,3,Unknown,1406,2,Male,3,3,Manufacturing Director,2,Single,4492.84,18148.0,4,Unknown,18,4,0,3,2,2,2,1984,83760.0,No
1406,42,No,Unknown,499.468253968254,Research & Development,2,3,Medical,1407,3,Female,2,1,Laboratory Technician,2,Married,4034.17,10488.83,4,Unknown,14,2,1,3,1,0,0,1981,48410.0,Sí
1407,29,No,Travel Rarely,290.03550973654063,Research & Development,9,3,Unknown,1408,3,Female,4,1,Research Scientist,3,Married,2342.59,6090.75,6,No,18,1,2,2,1,0,0,1994,28111.13,No
1408,35,No,Travel Rarely,290.03550973654063,Research & Development,1,3,Unknown,1409,4,Female,2,1,Laboratory Technician,1,Unknown,4492.84,6090.75,1,No,19,2,0,3,3,1,2,1988,28111.13,No
1409,35,Yes,Travel Rarely,213.984126984127,Research & Development,14,3,Unknown,1410,14,Male,3,1,Laboratory Technician,1,Unknown,1728.33,4493.67,1,Unknown,12,4,1,2,1,0,0,1988,53914.11,Sí
1410,34,No,Unknown,306.63492063492066,Research & Development,13,4,Medical,1411,13,Female,3,1,Research Scientist,4,Single,2476.67,6439.33,1,Unknown,13,3,0,4,1,0,0,1989,29720.0,No
1411,26,No,Travel Rarely,290.03550973654063,Research & Development,3,3,Unknown,1412,1,Male,3,1,Research Scientist,4,Unknown,4492.84,6090.75,1,Unknown,21,1,0,5,1,0,0,1997,28111.13,Sí
1412,36,No,Travel Rarely,703.1349206349207,Sales,1,4,Life Sciences,1413,2,Male,3,2,Sales Executive,3,Single,5679.17,14765.83,6,No,13,1,0,5,1,0,0,1987,68150.0,Sí
1413,50,No,Unknown,1973.9841269841268,Sales,24,3,Marketing,1414,24,Female,3,5,Manager,3,Married,15943.72,41453.67,4,Yes,16,3,1,2,1,0,0,1973,191324.62,No
1414,42,No,Travel Rarely,1973.9841269841268,Sales,9,2,Unknown,1415,4,Female,2,5,Manager,4,Unknown,4492.84,41453.67,8,No,22,4,0,2,1,0,1,1981,191324.62,No
1415,35,No,Unknown,277.53968253968253,Research & Development,7,2,Life Sciences,1416,3,Female,2,1,Laboratory Technician,4,Unknown,2241.67,5828.33,1,No,18,4,1,5,1,0,1,1988,53914.11,No
1416,46,No,Travel Rarely,1812.468253968254,Sales,1,4,Life Sciences,1417,4,Female,4,4,Manager,1,Unknown,4492.84,38061.83,1,Unknown,15,2,0,5,26,0,12,1977,175670.0,No
1417,18,Yes,Travel Frequently,161.88095238095238,Sales,3,2,Medical,1418,2,Male,3,1,Sales Representative,4,Single,4492.84,3399.5,1,Yes,12,3,0,2,0,0,0,2005,15690.0,Sí
1418,29,No,Unknown,431.9920634920635,Sales,5,3,Unknown,1419,1,Female,2,2,Sales Executive,2,Divorced,3489.17,9071.83,1,Yes,13,2,1,3,10,0,9,1994,41870.0,Sí
1419,31,No,Unknown,556.2566609977324,Sales,5,4,Life Sciences,1420,1,Male,3,2,Sales Executive,4,Unknown,4492.84,11681.39,1,No,11,1,2,2,10,0,2,1992,53914.11,Sí
1420,41,No,Travel Rarely,1032.4872861766066,Sales,23,2,Unknown,1421,4,Female,3,3,Sales Executive,3,Single,8339.32,21682.23,3,Unknown,16,4,0,2,2,0,2,1982,100071.84,Sí
1421,38,No,Travel Rarely,341.09523809523813,Research & Development,4,2,Unknown,1422,4,Male,3,1,Laboratory Technician,3,Unknown,4492.84,7163.0,7,Unknown,19,4,1,5,0,0,0,1985,33060.0,Sí
1422,32,Yes,Travel Rarely,143.72222222222223,Research & Development,2,4,Life Sciences,1423,4,Female,3,1,Laboratory Technician,2,Single,4492.84,3018.17,1,No,12,1,0,2,1,0,0,1991,13930.0,Sí
1423,60,No,Unknown,1122.8492063492065,Research & Development,1,4,Unknown,1424,3,Female,1,3,Healthcare Representative,4,Divorced,9069.17,23579.83,3,No,20,3,1,2,1,0,0,1963,108830.0,No
1424,24,Yes,Unknown,290.03550973654063,Human Resources,22,1,Unknown,1425,4,Female,1,1,Human Resources,3,Married,2342.59,6090.75,1,No,11,3,1,2,1,0,0,1999,53914.11,Sí
1425,40,No,Travel Rarely,556.2566609977324,Research & Development,8,2,Life Sciences,1426,2,Male,3,2,Manufacturing Director,1,Unknown,4492.84,11681.39,2,Yes,16,2,1,3,1,0,0,1983,53914.11,Sí
1426,30,No,Travel Rarely,295.2857142857143,Research & Development,21,1,Unknown,1427,2,Female,3,1,Research Scientist,4,Married,2385.0,6201.0,1,No,12,2,1,2,10,0,8,1993,53914.11,Sí
1427,47,No,No Travel,556.2566609977324,Sales,2,4,Marketing,1428,3,Female,3,2,Sales Executive,2,Unknown,4492.84,11681.39,7,No,11,4,1,3,1,0,0,1976,53914.11,Sí
1428,32,Yes,Travel Rarely,694.8809523809524,Sales,1,2,Unknown,1429,1,Female,1,2,Sales Executive,2,Single,5612.5,14592.5,6,Unknown,15,2,0,2,0,0,0,1991,67350.0,No
1429,45,No,Travel Rarely,1006.5714285714288,Human Resources,41,3,Life Sciences,1430,41,Male,1,3,Human Resources,3,Married,4492.84,21138.0,4,Unknown,21,3,2,2,5,0,3,1978,97560.0,Sí
1430,34,No,Unknown,290.03550973654063,Research & Development,2,4,Unknown,1431,4,Female,4,1,Research Scientist,4,Married,2342.59,6090.75,0,Yes,14,1,3,3,5,1,2,1989,28111.13,No
1431,33,Yes,Unknown,1032.4872861766066,Sales,16,3,Unknown,1432,1,Male,3,3,Sales Executive,1,Unknown,8339.32,21682.23,2,Yes,20,3,0,2,0,0,0,1990,100071.84,Sí
1432,31,Yes,Travel Rarely,1032.4872861766066,Sales,16,4,Unknown,1433,1,Female,3,3,Sales Executive,3,Married,8339.32,21682.23,2,Unknown,13,1,3,2,1,0,0,1992,53914.11,Sí
1433,29,No,Travel Rarely,290.03550973654063,Research & Development,4,3,Technical Degree,1434,4,Male,2,1,Research Scientist,1,Divorced,4492.84,6090.75,1,Unknown,13,3,1,2,1,0,0,1994,28111.13,Sí
1434,30,No,Unknown,546.2063492063493,Research & Development,16,3,Unknown,1435,3,Female,4,2,Healthcare Representative,3,Married,4411.67,11470.33,3,No,16,3,1,3,7,1,7,1993,52940.0,No
1435,38,No,Travel Rarely,556.2566609977324,Research & Development,18,3,Medical,1436,2,Female,1,2,Healthcare Representative,4,Married,4492.84,11681.39,3,Unknown,16,3,1,2,1,1,0,1985,53914.11,Sí
1436,43,Yes,Unknown,251.43650793650792,Research & Development,17,3,Technical Degree,1437,3,Female,2,1,Research Scientist,3,Unknown,2030.83,5280.17,9,Yes,16,4,1,4,1,0,0,1980,24370.0,No
1437,55,No,Travel Rarely,1973.9841269841268,Research & Development,44,3,Unknown,1438,3,Female,2,5,Research Director,1,Married,4492.84,41453.67,8,No,12,2,3,2,1,0,0,1968,191324.62,No
1438,21,Yes,Unknown,290.03550973654063,Sales,7,1,Marketing,1439,2,Female,3,1,Sales Representative,2,Single,2342.59,6090.75,1,Unknown,13,2,0,3,1,1,0,2002,53914.11,Sí
1439,22,Yes,Travel Rarely,290.03550973654063,Research & Development,45,1,Medical,1440,3,Male,3,1,Laboratory Technician,1,Unknown,2342.59,6090.75,1,Yes,17,3,0,6,1,0,0,2001,28111.13,Sí
1440,37,No,Travel Rarely,420.0238095238095,Human Resources,8,2,Other,1441,3,Female,3,2,Human Resources,2,Divorced,4492.84,8820.5,2,No,13,3,0,4,10,4,7,1986,40710.0,Sí
1441,42,No,Travel Rarely,556.2566609977324,Research & Development,13,3,Unknown,1442,2,Female,4,2,Healthcare Representative,1,Married,4492.84,11681.39,5,No,18,3,2,2,0,0,0,1981,53914.11,No
1442,18,No,Unknown,290.03550973654063,Research & Development,14,3,Unknown,1443,2,Male,3,1,Research Scientist,3,Single,2342.59,6090.75,1,Unknown,16,3,0,4,0,0,0,2005,53914.11,Sí
1443,31,Yes,Travel Rarely,304.984126984127,Human Resources,18,5,Human Resources,1444,4,Female,4,1,Human Resources,1,Married,2463.33,6404.67,0,No,17,3,0,4,1,0,0,1992,29560.0,Sí
1444,36,No,Travel Rarely,556.2566609977324,Research & Development,2,4,Unknown,1445,4,Male,3,2,Research Scientist,2,Unknown,4492.84,11681.39,4,Yes,22,4,1,2,1,0,0,1987,53914.11,Sí
1445,32,No,Travel Frequently,479.5555555555556,Sales,10,4,Marketing,1446,4,Female,3,2,Sales Executive,4,Unknown,3873.33,10070.67,8,Unknown,13,3,0,2,0,0,0,1991,46480.0,Sí
1446,29,No,Unknown,556.2566609977324,Research & Development,29,1,Life Sciences,1447,4,Female,1,2,Healthcare Representative,3,Divorced,4492.84,11681.39,8,No,17,4,2,3,7,1,6,1994,53914.11,No
1447,42,No,Travel Rarely,290.03550973654063,Research & Development,8,3,Unknown,1448,4,Female,3,1,Laboratory Technician,3,Unknown,2342.59,6090.75,4,No,13,4,0,3,0,0,0,1981,28111.13,Sí
1448,29,No,Travel Rarely,289.3015873015873,Human Resources,6,1,Unknown,1449,4,Female,2,1,Human Resources,2,Married,2336.67,6075.33,1,No,11,4,0,3,1,0,0,1994,28040.0,Sí
1449,29,Yes,Unknown,251.6428571428572,Research & Development,24,2,Unknown,1450,4,Female,2,1,Research Scientist,4,Unknown,2032.5,5284.5,1,Yes,24,2,0,3,1,1,0,1994,24390.0,No
1450,28,No,Travel Rarely,294.6666666666667,Sales,3,3,Medical,1451,2,Male,3,1,Sales Representative,2,Unknown,2380.0,6188.0,1,No,19,4,1,3,1,0,0,1995,53914.11,Sí
1451,30,Yes,Unknown,290.03550973654063,Sales,9,3,Unknown,1452,2,Female,3,1,Sales Representative,4,Unknown,2342.59,6090.75,1,Unknown,13,3,0,3,1,0,0,1993,53914.11,No
1452,22,Yes,Travel Rarely,290.03550973654063,Research & Development,7,1,Life Sciences,1453,4,Female,3,1,Research Scientist,2,Single,2342.59,6090.75,1,Unknown,23,1,0,2,1,0,0,2001,53914.11,Sí
1453,26,No,Unknown,302.6111111111111,Research & Development,1,2,Life Sciences,1454,2,Male,2,1,Research Scientist,3,Unknown,2444.17,6354.83,1,Yes,13,3,1,3,1,1,0,1997,29330.0,No
1454,44,No,Travel Rarely,556.2566609977324,Research & Development,1,4,Unknown,1455,2,Female,4,2,Healthcare Representative,1,Unknown,4492.84,11681.39,2,Unknown,15,4,1,5,2,2,2,1979,53914.11,Sí
1455,29,Yes,Travel Frequently,112.56349206349206,Sales,24,3,Technical Degree,1456,3,Female,4,1,Sales Representative,1,Single,4492.84,2363.83,1,No,17,4,0,3,1,0,0,1994,10910.0,Sí
1456,28,Yes,Travel Rarely,556.2566609977324,Sales,13,2,Marketing,1457,4,Male,3,2,Sales Executive,3,Unknown,4492.84,11681.39,3,Yes,11,4,0,0,2,2,2,1995,53914.11,Sí
1457,56,No,Travel Rarely,556.2566609977324,Sales,11,5,Unknown,1458,4,Male,2,2,Sales Executive,1,Married,4492.84,11681.39,4,Unknown,16,3,1,3,0,0,0,1967,53914.11,Sí
1458,39,No,Travel Rarely,531.452380952381,Research & Development,9,2,Unknown,1459,1,Female,3,2,Manufacturing Director,1,Married,4492.84,11160.5,1,No,25,4,1,3,10,7,9,1984,51510.0,Sí
1459,58,No,Unknown,1582.7713464696226,Sales,21,3,Unknown,1460,4,Male,3,4,Manager,4,Unknown,4492.84,33238.2,4,Yes,13,3,1,2,1,0,0,1965,153407.07,Sí
1460,42,No,Travel Rarely,556.2566609977324,Sales,12,4,Marketing,1461,2,Female,3,2,Sales Executive,4,Divorced,4492.84,11681.39,3,Unknown,12,3,2,4,0,0,0,1981,53914.11,No
1461,27,Yes,Unknown,295.3888888888889,Human Resources,22,3,Unknown,1462,1,Male,2,1,Human Resources,2,Married,2385.83,6203.17,1,No,12,1,0,2,1,0,0,1996,28630.0,No
1462,38,No,Travel Rarely,294.8730158730159,Sales,1,3,Unknown,1463,1,Female,2,1,Sales Representative,1,Single,2381.67,6192.33,4,Unknown,14,1,0,3,1,0,0,1985,53914.11,Sí
1463,32,No,Unknown,556.2566609977324,Research & Development,5,4,Life Sciences,1464,4,Female,2,2,Manufacturing Director,4,Unknown,4492.84,11681.39,8,No,24,2,0,1,1,0,0,1991,53914.11,Sí
1464,31,No,Unknown,116.484126984127,Research & Development,2,1,Medical,1465,4,Male,1,1,Laboratory Technician,4,Unknown,94083.0,2446.17,1,Unknown,11,3,3,4,1,0,0,1992,11290.0,Sí
1465,25,No,Travel Rarely,290.03550973654063,Human Resources,2,3,Unknown,1466,3,Male,3,1,Human Resources,2,Unknown,2342.59,6090.75,4,No,14,3,0,3,2,1,2,1998,28111.13,No
1466,40,No,Unknown,290.03550973654063,Research & Development,44,4,Unknown,1467,1,Female,3,1,Laboratory Technician,4,Married,2342.59,6090.75,8,No,19,3,2,3,1,0,0,1983,28111.13,Sí
1467,39,No,No Travel,2004.7857142857144,Sales,9,3,Unknown,1468,4,Female,3,5,Manager,4,Unknown,16192.5,42100.5,2,Unknown,13,3,0,3,6,1,3,1984,194310.0,No
1468,23,Yes,Unknown,290.03550973654063,Sales,9,3,Unknown,1469,4,Female,3,1,Sales Representative,1,Married,2342.59,6090.75,1,No,19,1,1,3,1,1,0,2000,53914.11,No
1469,35,No,Travel Rarely,1032.4872861766066,Human Resources,26,4,Life Sciences,1470,3,Male,3,3,Human Resources,4,Single,8339.32,21682.23,1,Yes,16,3,0,2,9,1,7,1988,100071.84,No
1470,34,No,Travel Rarely,238.12698412698413,Sales,7,2,Technical Degree,1471,2,Female,3,1,Sales Representative,3,Unknown,1923.33,5000.67,0,Yes,25,2,1,4,11,5,7,1989,23080.0,Sí
1471,28,No,No Travel,221.2063492063492,Research & Development,16,3,Medical,1472,3,Female,3,1,Research Scientist,3,Single,4492.84,4645.33,1,No,14,3,0,3,5,1,4,1995,21440.0,No
1472,29,No,Unknown,554.3571428571429,Research & Development,1,3,Life Sciences,1473,1,Female,3,2,Healthcare Representative,1,Married,4477.5,11641.5,0,No,12,1,1,5,5,0,2,1994,53730.0,No
1473,58,Yes,Travel Rarely,1032.4872861766066,Research & Development,23,4,Medical,1474,4,Male,3,3,Healthcare Representative,4,Married,8339.32,21682.23,1,Unknown,12,4,1,3,40,15,6,1965,100071.84,Sí
1474,38,No,Unknown,1032.4872861766066,Sales,3,3,Life Sciences,1475,1,Female,3,3,Sales Executive,3,Divorced,4492.84,21682.23,0,Unknown,12,3,2,6,16,5,13,1985,100071.84,Sí
1475,29,No,Travel Frequently,1032.4872861766066,Sales,1,1,Unknown,1476,2,Male,3,3,Sales Executive,4,Married,4492.84,21682.23,1,Unknown,14,4,1,5,11,4,1,1994,100071.84,Sí
1476,55,No,Travel Rarely,1964.9603174603176,Sales,1,3,Medical,1477,4,Female,3,5,Manager,1,Single,15870.83,41264.17,0,Unknown,14,3,0,2,36,4,13,1968,190450.0,Sí
1477,41,No,Unknown,1652.34126984127,Sales,2,4,Unknown,1478,4,Female,3,4,Manager,2,Unknown,4492.84,34699.17,1,Unknown,19,2,0,2,22,0,4,1982,160150.0,Sí
1478,39,No,Travel Rarely,991.8174603174604,Research & Development,1,3,Unknown,1479,3,Female,4,3,Healthcare Representative,4,Unknown,8010.83,20828.17,0,No,17,1,3,5,18,3,7,1984,53914.11,Sí
1479,38,No,Unknown,1187.5396825396826,Research & Development,15,2,Life Sciences,1480,3,Female,2,3,Research Director,4,Unknown,4492.84,24938.33,0,Unknown,14,2,1,3,11,2,9,1985,115100.0,Sí
1480,43,No,Unknown,1582.7713464696226,Research & Development,12,3,Unknown,1481,1,Female,2,4,Research Director,2,Unknown,12783.92,33238.2,1,No,11,3,1,3,25,3,9,1980,53914.11,Sí
1481,31,No,Unknown,444.26984126984127,Research & Development,7,2,Unknown,1482,2,Male,3,2,Manufacturing Director,1,Married,3588.33,9329.67,1,No,12,2,1,5,13,3,12,1992,43060.0,Sí
1482,50,No,Travel Rarely,1758.7142857142858,Sales,29,4,Life Sciences,1483,2,Female,2,4,Manager,3,Married,14205.0,36933.0,0,No,15,2,1,2,27,15,7,1973,170460.0,Sí
1483,33,No,No Travel,290.03550973654063,Sales,8,1,Life Sciences,1484,2,Male,2,1,Sales Representative,4,Unknown,2342.59,6090.75,0,Unknown,19,4,0,2,2,2,2,1990,28111.13,No
1484,26,Yes,Unknown,210.6825396825397,Research & Development,2,3,Life Sciences,1485,1,Female,3,1,Research Scientist,1,Married,1701.67,4424.33,6,Unknown,14,2,1,2,3,1,2,1997,53914.11,Sí
1485,38,No,Travel Frequently,291.05555555555554,Research & Development,3,4,Unknown,1486,3,Female,3,1,Research Scientist,3,Unknown,2350.83,6112.17,3,No,16,1,1,2,2,2,2,1985,28210.0,No
1486,46,No,Unknown,1973.9841269841268,Research & Development,1,4,Medical,1487,4,Female,3,5,Research Director,4,Unknown,15943.72,41453.67,9,No,17,4,2,0,2,2,2,1977,191324.62,Sí
1487,21,No,Unknown,213.57142857142856,Research & Development,25,1,Unknown,1488,4,Male,2,1,Research Scientist,2,Single,4492.84,4485.0,1,Yes,11,3,0,6,2,2,2,2002,20700.0,Sí
1488,31,No,Travel Frequently,287.96031746031747,Sales,20,3,Unknown,1489,3,Female,4,1,Sales Representative,4,Married,4492.84,6047.17,0,No,12,1,1,4,2,2,2,1992,27910.0,No
1489,35,No,Unknown,556.2566609977324,Sales,11,2,Marketing,1490,4,Female,3,2,Sales Executive,4,Divorced,4492.84,11681.39,1,Unknown,11,4,1,3,5,0,2,1988,53914.11,Sí
1490,34,No,Unknown,556.2566609977324,Research & Development,2,2,Unknown,1491,4,Female,3,2,Manufacturing Director,3,Single,4492.84,11681.39,2,No,11,4,0,3,3,0,2,1989,53914.11,Sí
1491,33,Yes,Unknown,848.5079365079365,Sales,9,4,Unknown,1492,1,Male,3,2,Sales Executive,1,Single,4492.84,17818.67,0,Unknown,17,1,0,3,5,0,3,1990,82240.0,Sí
1492,31,Yes,Unknown,269.2857142857143,Research & Development,15,3,Medical,1493,3,Female,3,1,Laboratory Technician,3,Unknown,4492.84,5655.0,1,No,12,3,1,5,2,2,2,1992,26100.0,No
1493,37,No,Travel Rarely,591.2936507936508,Research & Development,25,2,Unknown,1494,3,Male,2,2,Healthcare Representative,4,Unknown,4492.84,12417.17,7,No,13,3,2,2,6,1,3,1986,57310.0,No
1494,27,No,Travel Rarely,261.96031746031747,Research & Development,6,3,Unknown,1495,4,Female,2,1,Research Scientist,3,Married,2115.83,5501.17,1,No,13,3,1,0,4,2,2,1996,53914.11,No
1495,35,No,Travel Frequently,245.1428571428572,Research & Development,4,4,Other,1496,4,Female,2,1,Laboratory Technician,4,Married,1980.0,5148.0,1,Unknown,13,2,1,2,2,2,2,1988,23760.0,Sí
1496,56,No,Unknown,1973.9841269841268,Sales,4,4,Unknown,1497,4,Male,3,5,Manager,1,Divorced,15943.72,41453.67,4,No,13,4,1,2,5,4,2,1967,191324.62,No
1497,45,No,Unknown,290.03550973654063,Research & Development,7,3,Medical,1498,1,Male,3,1,Research Scientist,3,Unknown,4492.84,6090.75,4,Yes,19,3,1,2,3,0,2,1978,28111.13,Sí
1498,43,No,Travel Rarely,365.1349206349206,Human Resources,2,3,Life Sciences,1499,2,Female,3,1,Human Resources,4,Unknown,2949.17,7667.83,0,No,13,2,0,5,9,1,8,1980,35390.0,Sí
1499,31,No,Travel Rarely,564.1587301587302,Sales,29,4,Marketing,1500,1,Male,2,2,Sales Executive,4,Unknown,4492.84,11847.33,1,Unknown,14,1,2,3,12,5,7,1992,54680.0,Sí
1500,35,Yes,Unknown,599.7539682539682,Sales,27,3,Unknown,1501,3,Female,3,2,Sales Executive,4,Unknown,4844.17,12594.83,1,Unknown,18,4,0,2,10,7,7,1988,58130.0,Sí
1501,35,No,No Travel,556.2566609977324,Research & Development,2,2,Medical,1502,2,Female,3,2,Manufacturing Director,4,Divorced,4492.84,11681.39,2,No,14,3,1,6,7,1,7,1988,53914.11,No
1502,30,No,Unknown,997.3888888888888,Research & Development,47,3,Medical,1503,47,Male,3,3,Manufacturing Director,3,Single,8055.83,20945.17,9,No,14,2,0,3,7,0,2,1993,96670.0,No
1503,46,Yes,Travel Rarely,556.2566609977324,Research & Development,21,2,Medical,1504,4,Male,3,2,Healthcare Representative,2,Married,4492.84,11681.39,4,No,22,4,1,2,9,3,7,1977,53914.11,No
1504,45,No,No Travel,531.7619047619048,Sales,48,4,Unknown,1505,48,Male,3,2,Sales Executive,3,Married,4295.0,11167.0,4,Unknown,22,2,2,3,8,5,7,1978,53914.11,Sí
1505,43,No,Travel Frequently,585.515873015873,Sales,2,4,Life Sciences,1506,1,Female,3,2,Sales Executive,4,Married,4729.17,12295.83,1,Unknown,20,3,1,5,7,7,7,1980,53914.11,No
1506,46,Yes,Unknown,754.6190476190477,Sales,10,3,Life Sciences,1507,3,Male,3,3,Sales Executive,2,Unknown,6095.0,15847.0,5,Unknown,21,3,3,2,8,0,7,1977,73140.0,No
1507,40,No,Travel Rarely,1582.7713464696226,Sales,1,4,Unknown,1508,1,Female,3,4,Manager,1,Unknown,12783.92,33238.2,2,Unknown,11,1,1,3,19,11,16,1983,153407.07,Sí
1508,27,No,Travel Rarely,556.2566609977324,Sales,2,2,Unknown,1509,1,Male,4,2,Sales Executive,3,Single,4492.84,11681.39,0,No,14,2,0,5,8,0,7,1996,53914.11,Sí
1509,42,No,Unknown,1032.4872861766066,Research & Development,6,3,Medical,1510,3,Female,3,3,Research Director,1,Married,8339.32,21682.23,9,No,13,2,1,3,13,5,7,1981,100071.84,No
1510,26,No,Travel Frequently,290.03550973654063,Research & Development,6,3,Other,1511,3,Female,4,1,Laboratory Technician,4,Married,2342.59,6090.75,0,No,18,1,1,3,7,7,7,1997,28111.13,Sí
1511,28,No,Travel Frequently,556.2566609977324,Sales,1,2,Life Sciences,1512,3,Female,2,2,Sales Executive,4,Married,4492.84,11681.39,1,Unknown,12,3,1,2,7,0,7,1995,53914.11,Sí
1512,31,No,Travel Rarely,290.03550973654063,Research & Development,5,4,Unknown,1513,3,Female,3,1,Research Scientist,4,Married,4492.84,6090.75,0,Unknown,12,3,1,4,5,0,3,1992,28111.13,Sí
1513,31,No,Travel Rarely,661.3492063492064,Human Resources,2,3,Human Resources,1514,1,Female,2,2,Human Resources,1,Unknown,5341.67,13888.33,3,No,12,4,0,1,2,1,0,1992,64100.0,Sí
1514,31,No,Unknown,290.03550973654063,Research & Development,2,4,Unknown,1515,3,Female,3,1,Research Scientist,4,Unknown,4492.84,6090.75,0,Unknown,18,2,1,2,2,2,2,1992,28111.13,Sí
1515,52,Yes,Unknown,509.78571428571433,Research & Development,8,4,Medical,1516,3,Female,2,2,Research Scientist,2,Unknown,4117.5,10705.5,2,No,15,1,0,3,8,7,7,1971,49410.0,No
1516,28,Yes,Unknown,290.03550973654063,Research & Development,2,4,Medical,1517,1,Female,1,1,Research Scientist,4,Married,2342.59,6090.75,5,Yes,13,4,0,4,3,2,2,1995,28111.13,Sí
1517,47,No,Travel Rarely,1973.9841269841268,Research & Development,5,5,Unknown,1518,4,Female,3,5,Research Director,3,Married,4492.84,41453.67,4,Unknown,11,2,1,2,3,1,1,1976,191324.62,Sí
1518,29,No,Unknown,410.9444444444444,Research & Development,9,5,Other,1519,2,Female,2,1,Laboratory Technician,4,Unknown,4492.84,8629.83,0,No,17,3,0,2,3,2,2,1994,39830.0,No
1519,37,No,Unknown,654.8492063492064,Research & Development,5,2,Medical,1520,4,Female,3,2,Manufacturing Director,4,Unknown,5289.17,13751.83,7,No,16,3,2,2,6,0,4,1986,63470.0,No
1520,23,No,Unknown,299.61904761904765,Research & Development,22,1,Unknown,1521,3,Female,3,1,Research Scientist,4,Unknown,4492.84,6292.0,1,Unknown,12,3,2,2,4,0,2,2000,29040.0,No
1521,42,No,Travel Rarely,278.1587301587302,Human Resources,2,1,Unknown,1522,3,Female,3,1,Human Resources,3,Divorced,2246.67,5841.33,0,Yes,11,3,1,5,3,1,0,1981,26960.0,Sí
1522,30,No,Unknown,556.2566609977324,Sales,28,2,Unknown,1523,4,Male,3,2,Sales Executive,3,Unknown,4492.84,11681.39,7,Unknown,12,2,1,2,2,2,2,1993,53914.11,Sí
1523,21,Yes,Unknown,224.3015873015873,Sales,1,1,Unknown,1524,1,Male,2,1,Sales Representative,2,Single,1811.67,4710.33,1,Unknown,11,3,0,3,3,1,2,2002,21740.0,No
1524,57,No,Travel Rarely,696.9444444444445,Research & Development,1,4,Medical,1525,4,Female,3,2,Healthcare Representative,3,Unknown,5629.17,14635.83,2,No,11,3,0,2,3,1,2,1966,67550.0,No
1525,21,No,Unknown,290.03550973654063,Sales,9,2,Unknown,1526,1,Female,3,1,Sales Representative,4,Single,2342.59,6090.75,1,Unknown,24,3,0,3,3,2,2,2002,28111.13,Sí
1526,31,No,Travel Rarely,274.13492063492066,Research & Development,9,4,Life Sciences,1527,3,Female,2,1,Research Scientist,2,Unknown,2214.17,5756.83,0,Unknown,16,4,0,5,2,2,2,1992,26570.0,No
1527,29,No,Unknown,290.03550973654063,Research & Development,23,3,Unknown,1528,4,Female,3,1,Research Scientist,4,Unknown,4492.84,6090.75,9,No,16,4,0,4,3,1,2,1994,28111.13,Sí
